Liquid Composition:
index Pressure Temperature mass SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CoO CaO Na2O K2O P2O5 H2O CO2 
1 4500.00 1400.00 100.124544 50.3098 0.814367 15.0909 1.24155 0 8.55471 0.160863 7.31925 0 0 11.5821 2.55369 0.301618 0.0603235 2.01078 0
2 4500.00 1397.00 100.124603 50.3098 0.814367 15.0909 1.24213 0 8.55418 0.160863 7.31925 0 0 11.5821 2.55369 0.301617 0.0603235 2.01078 0
3 4500.00 1394.00 100.124663 50.3097 0.814366 15.0909 1.24273 0 8.55363 0.160862 7.31924 0 0 11.5821 2.55369 0.301617 0.0603234 2.01078 0
4 4500.00 1391.00 100.124725 50.3097 0.814366 15.0909 1.24335 0 8.55307 0.160862 7.31924 0 0 11.5821 2.55369 0.301617 0.0603234 2.01078 0
5 4500.00 1388.00 100.124789 50.3097 0.814365 15.0909 1.24398 0 8.5525 0.160862 7.31923 0 0 11.5821 2.55369 0.301617 0.0603234 2.01078 0
6 4500.00 1385.00 100.124853 50.3096 0.814365 15.0909 1.24462 0 8.55191 0.160862 7.31923 0 0 11.5821 2.55369 0.301617 0.0603233 2.01078 0
7 4500.00 1382.00 100.124919 50.3096 0.814364 15.0909 1.24528 0 8.55131 0.160862 7.31922 0 0 11.5821 2.55369 0.301616 0.0603233 2.01078 0
8 4500.00 1379.00 100.124987 50.3096 0.814364 15.0909 1.24596 0 8.5507 0.160862 7.31922 0 0 11.5821 2.55368 0.301616 0.0603232 2.01077 0
9 4500.00 1376.00 100.125056 50.3095 0.814363 15.0909 1.24664 0 8.55007 0.160862 7.31921 0 0 11.5821 2.55368 0.301616 0.0603232 2.01077 0
10 4500.00 1373.00 100.125127 50.3095 0.814363 15.0908 1.24735 0 8.54943 0.160862 7.31921 0 0 11.582 2.55368 0.301616 0.0603232 2.01077 0
